Date,Description,Max Temp,Min Temp, Pokemon, Pokemon Code
2022-06-12,Partly cloudy throughout the day with morning rain.,74.7,64.0,Blastoise, https://assets.pokemon.com/assets/cms2/img/pokedex/full/009_f2.png
