Date,Description,Max Temp,Min Temp, Pokemon, Pokemon Code
2022-06-12,Partly cloudy throughout the day with afternoon rain.,88.7,75.3,Blastoise, https://assets.pokemon.com/assets/cms2/img/pokedex/full/009_f2.png
