Date,Description,Max Temp,Min Temp, Pokemon, Pokemon Code
2022-06-12,Clear conditions throughout the day.,68.1,47.0,Snom, https://th.bing.com/th/id/OIP.5E9-U1ylYqCwCI2_8s8-7AAAAA?pid=ImgDet&rs=1
